order_id,products
2265197,[45948 47766 34358 29837]
2265230,[13806]
2265301,[33754 36735 40706 31683 33731 43713 25753 44075 11888]
2265367,[16797 21137 38159 47626 26369 12020 42443 46990 32989]
2265500,[27966 47144 47209 40706 45007 28985 24964 12341 35168 48628 25533]
2265504,"[16797 24852 43352  5077 19003 49191 19348 43488  1695 11827  9078 30850
 29640 46513 31802  8954  7274  8488 31382]"
2265566,[20574 47766  8518 21616 26604 45007 26209 31506 34969 10246  6046 46206]
2265638,[13870 17038  5547 15876 11474]
2265666,[39877 46676 47766 44359 28601 46906 43122]
2265703,[14233  5428 28226]
2265712,[47766 47966]
2265807,[ 3020 34134 44667  8186 38192 42345 47049 25135]
2265858,[24852 47766 42265 49683 47626  8309 28465 33731 46906 20114  8174 13848]
2265867,[47766 44156 28226  8859 22571  2636 15747]
2265895,[24852 28842 38400 34050 34993 28157 13237 19453 36533 40082]
2265918,[41148 31596 38120]
2265929,[47209 21137  1529 15872 40723 23734  4562 14874 36848 35078]
2265935,[29344 31764]
2265981,[39877 47209 44359 46979 47626 25466 37825 28437 21543 11629 35594 45865]
2266018,None
2266023,[21573 43352  8571 15772 43739]
2266064,[49235 42828 28601 26165 24160 20528]
2266139,None
2266159,"[13176 27966 47626 28465 41319 44632 13984  7673 37496  7090 15740 41623
 46188  8808]"
2266170,[45066  1194]
2266279,[38293  4920  8087 15649 22228 33540]
2266308,"[19057 24852 45007 11520 19678 47626 24964 32689 29987 25890 41325 11941
 21468]"
2266329,[24852 36735 40198 46886   248 49683 21616  4605 29987 18095 42719 15008]
2266352,[47766 21903 43961 28842 30305 38456 28849  5451 33120 34850]
2266478,"[24852 21903 13988 31717  4920 30391 11136 47626 42125 32051  4605 29926
 25005 18918 25890 28849  4796 31553 18963 31477 16456 47008 11580]"
2266536,[24852 39013 38650   432 28593 19706 17027]
2266627,[43295 44422 48364 27845 10243 15028  4975]
2266631,[37646 21903 26209 44987 24964 32263 35939]
2266742,[20842]
2266787,[42265 13259 40939]
2266905,[17791]
2266944,"[13176 21903 42265 48775 34126 34551 27086 43789  2855  1463 20738 31433
 48642]"
2266956,[48746]
2267093,[  196  4605 10613 33222]
2267144,[30353 46720 49128  7693  9618]
2267156,"[24852  3765 49198   432 34287 46041 47058 49441 12087 48370 23630 45005
 35762 36545 11571 47329 14753 24337]"
2267183,[39657 10509 45004 45051]
2267210,[46676 44987  8239 21938 49075 38028 22908 31693]
2267262,[  196  6184 36472  6729]
2267277,[22035 44910 33731]
2267303,[27521 26940  5876 22935 34243 32655 47630 46616 21095]
2267304,[26576  4945 18531 33572  5337 30639 22144 31041]
2267315,[ 1086 43271 27495]
2267511,[33572 34429 13166]
2267532,None
2267535,None
2267559,[26346  5077 30960 29628 10032 39032 25861]
2267566,[24852 39928 40198 35887 30233 38141]
2267572,[21137 13198 41844 36865 28465 23734 24964 27730 31041]
2267627,[28204 35108 34320  4853 19613 43205 28990  7275 34503  2834]
2267685,[ 8277 39891 21841 42240 14337]
2267907,"[24852 41844 44234 14147 14252 43183 26135  3389 33651 19977 18321  8800
 35070 31395 45596 18427 46827]"
2267980,"[39877 21903 28289 45007 12075 15290 35321 48745 12745  4605  5612 39619
 44514 45646 47388  9825 17553 15226 27741 33647  1935]"
2268059,[20305  9878 48243]
2268296,[ 8467 44329  4620 21662]
2268379,[48183]
2268406,[35951 47626]
2268559,[29987]
2268584,"[33957 48142 47141 31608 24746 47660 49520 12324  3717 13951 27246 11492
 30095  4399 37722 48316 41311  5837]"
2268609,[45007 27104]
2268654,[24231 41220 22935 48745 19048 25256   329 25138 42579 37334]
2268707,[24852 43295 47626 11512 45840 41276  3717 20021 22093 20561 36480]
2268813,"[ 5450  9124 24852 47144  4920 42736 28199 28204 13984 38689   432 30233
  5959  2962 26914]"
2268832,[40770]
2268919,[47766 21903 31717  8424 48679 31506 24964  4605 33401  9594]
2269094,[26604 20583]
2269217,[17638 23734 42110 15664  5097  1006  4649 29553 30183  3529 18364  4307]
2269227,[13176 11777 48679 27086 35108 36127]
2269242,[49235 16965 30776 36406 46802 18027 20842  9444 24933 43635]
2269245,[39534]
2269253,[24852 49683  8518 47626  4605  1890]
2269270,"[13176 21137 28058 27554 11945 23216 40396 13852 44479   329  9955 45679
 34991 45249 39303  8575  2298 19311 47196]"
2269281,[45066 26209 17794 18926 22935 49075 35843]
2269373,[47766 35958 27247  5640  3092 39293]
2269437,[49098 44585 26769 17617  5420 33453]
2269498,[13176 24852 22035 27845]
2269504,[13176 38768 23985]
2269555,[21903 11266  6184  1891 42629 26900]
2269604,[40604 18531 14467 47965 30839  6046 47403]
2269622,"[21903  8518  8277 26209  5769  9339 14947 44632 24721 12456 36550 41149
 29307 20520 46609]"
2269636,"[13176 22825 47209 42265 13870 31717 48679 27156 26940 31506 27845 19548
 20114 35855  3896 37257 35803 13819 25630]"
2269707,[13176 47766 21903 40706 24964 49247 16083 41392]
2269853,[47209  3957 10983  7681 13080 46133]
2269933,[  260 27104 24549]
2269995,[41131 46088]
2270019,[16797 24852 49683 39275 21405 13779 14853 15510 28311 41216 28628]
2270037,[13176 21903  8518 27086 14966 39097 13166 19173  6606]
2270075,[16797 24852 13870 31343 27845 30962 30764 41665 30142]
2270076,[31338 47714 40576]
2270222,[13176 49683 40706 44359 41950 17803 12464]
2270224,[24852 37766 42731 38185 33351 33614 20821 23293 33291]
2270279,[45763 29307 36180 47229 15485 11636  7821  5105 45812 44500 38102]
2270325,[43632 23537 12894 30183 28916 41643  5386 48264]
2270397,[21376 13870 33894 31960 25640 40287 41148  5970 18285]
2270450,[16797 21709 24852 37646  9387 45007 28842 32689  2408 41557]
2270494,[ 9623 18019 31881  2323]
2270521,[49273 26209 39275  8193 17794 28842 42585 19508 46616 26283]
2270533,[11777  4799  2966 14233 47325 38847]
2270592,[41777 42460 24157 24841 48004 36023]
2270607,"[47766  8021 40604  5646  5077 39040 28156  5479 21295  5785 26800 27142
 30233 48450 25230]"
2270784,"[47766 21616 16349 13629 26940 14678 39619 44449   405 41556  2748 31737
 21872 32935 39069]"
2270796,[44548 16830]
2270811,"[39877 21137 41220 44359 31727 45063 26165 41658 14874 31378 32184 15658
  5690 22720 20756]"
2270830,[31717 33198 20734 46069 14764 29460]
2270972,[30750]
2270990,[35951  5450 27966 11520 27845 33198 46990]
2271074,[39464 37460]
2271108,[ 9839 18615 12732]
2271286,[13176 14992 27104  5652 19691 18234 42579 36640]
2271302,[47766  4605 16759 22395 11408 45622  8859 39804 17316 40277 18804]
2271334,[26088 16797]
2271356,[ 6184 19660 19828]
2271466,[39877 30391  5077  7021  3464 35503 31970 21280]
2271528,[24852 31683 46049  4942 31635  5552 26911  1284]
2271574,[14084 24852 21903 45537  5449 41165  4428 20693 27714]
2271595,[47144 24810 27730 21125  3047]
2271598,[24852 47766 39275 41290 14233]
2271649,"[13176 22035 21616  8424 14332 33787 34448 27104  5876  2452 38689 41338
 49215 29987 32463 43129  8574 37029 22025 22312 39322 44075 19366]"
2271668,[27966 40604 34969   890 38383]
2271726,"[13176 12258 30391 18441 28928 22935 27243  7948 28204 27845 46906 43713
 29675  6101  1999 24654 45554 21096 23649]"
2271799,None
2271806,[10467 21695]
2271850,[ 4920 41950 37067  5250 33716 21077 21914 49496 35055 37388  1879]
2271911,[26209 35221 30695 41414 36170 25211 35003]
2271941,[21497 19734 27388 10279 30315]
2272030,"[47209 31717 39275 41540  5769 26940 21405 46667 34530 31915 30233 42699
 22947 23484 22594]"
2272041,None
2272054,[13176 21137 12013   388]
2272087,[24838 23291  6448 19309 29553  6274  6513  5970 45656]
2272157,[49235 27086 47141  1695 16897 21175 20489 27445]
2272179,[13176]
2272186,[39922   260  9076 39142 26497  6550 25783 20919 18359 22123 41640]
2272208,[48762]
2272211,[8859]
2272231,[13176 21137 39275 32689 10246 33000]
2272309,None
2272332,[21137 39275 49478 44098 48726 20791  2835]
2272399,[43352]
2272444,[17794 10132 19049]
2272448,[40939]
2272489,[ 6489  4605 11029]
2272552,[23909 40910  8536  5124 25495 48527 39046 35761 40454 46684]
2272603,[13176 33754 11777 40706 11520 18926   260 24184 28745 20082 46526 17568]
2272657,[  196 13176 38928 48812 32478]
2272723,"[37646 47144 40604 42265 43961  2295 48246 19348 20127 37464  7156 38890
 36164 27999 16289 38868]"
2272822,[22963 25146 32177 42828   116 27122  3525 15273 21121]
2272834,[47766]
2272852,[ 5876  8174 10070 25562]
2272865,[  196 31506 19734 12782 25569 23102 46779 15595]
2272876,[27086 39097 36305 28883]
2272965,[24852 41950  4605 25518 45063]
2272983,[45622 36534 28675]
2273013,[30489 14437 14971]
2273087,[47209 16965  6141  4605 43768 35939 45535  9327 38383 45788 31148]
2273128,[13176  9124 39275 47626]
2273193,[22337 19660 20463 18091]
2273231,[48171 23644  6046 21910 16824 36646]
2273277,[37646]
2273339,"[13176 22825 21616 28289 27521 24838 16185 20995 24799 22935 32433  3957
 12576 26131 18176  2611 18606 10199]"
2273347,[13512 20119 49191   432 47943]
2273350,[24852  9387 43295 27086 19348 34956 43564]
2273407,[47766 47626 14218 26278 24706 44275]
2273414,[46676 47209 21137 26604 18531  5818  7969 34991 26047 19857]
2273437,[42265 27086 27845 30442 23236]
2273468,[37687 48116]
2273589,[13176 13575 35652 32689  5120 23662 20518]
2273606,[30450 47209 34358 18110]
2273610,[20309 29370  2298 42680 47697]
2273645,"[16797 47209  5818 47626 21198 19003  4591 28221 37119 18104 46692 26497
  8955 31958 14280 18025 15969 33664 16328 17545 24343 15921]"
2273646,[39581 40261 47815  9007]
2273658,"[ 4071 21903 21616 27156 30391 41540 42736 44359 27086 20119 28156 16759
 22328 39180 46584 20169  6532 24372 30620 30327 48486  3962 37938 37307
 46383 16070 22187]"
2273671,[ 8193 34358 27288 49036 30509]
2273695,"[13176 21903 21616 30391 39275 27104 47626 27845  5612 33198 29675 26369
 23909 25256 24221 23836 40724]"
2273701,[31717 46667 24964 38662]
2273703,[41618 20919   771 26712]
2273794,[45948 46709 25407 31036 34582 48132  4620 22939 42340]
2273883,[ 9124 45603 47652]
2273943,[26209 27156 48220 26315  6703]
2273978,[ 8590 12087 27239  3861 43564 11073 17983 35157  8096 34317 22162]
2274034,[24852 44422 29675]
2274078,[13176 27344 22035 44632 24561 45123 38273 29898  3397 44560   432  2716]
2274115,[ 5450 25623 22935 24830 39619  8774 48595 15083]
2274136,"[24852  8277 25985 14814 34050  2350 11182 30623 11488 31589 36962  3480
  7881 44402]"
2274179,[42625 44359 46979 28199 16759 18234 30204]
2274250,[44910 35921  9808]
2274292,[13176 47209 33929 34137  3481  5428 42680]
2274303,[47766  4920 48857   890  7500 45535 10761 41057]
2274397,[23165 41220 36389 37158 28915]
2274539,[43961 27729  8728 47011 40488 44080]
2274556,[41787 44683 34126  3765 44570  4796]
2274657,[24852  8555]
2274688,[18465 22959 45063 19660]
2274826,[13870 35633 25424 25636 39886 16241 16773]
2275009,"[16965 21903 13870 48679 42736 15290 47626 32864  2295 20580 17334 13447
 44795 40825  2589]"
2275071,[13176 47766 18370 21137 39275   651  9871 27104 45633  2314 24891 36253]
2275100,[13176 26088 38928 39657 21903 39275 48812 12341 30720 26914]
2275105,[19348 21572 27388 10255 21394  1984 42538 43152]
2275119,[17872 14947  2480 37141 38197 11374 14195]
2275122,[130]
2275149,[9076 2535]
2275205,[22825 47209 17794 44359 16987]
2275208,[24852 37646 21137 40706 39275 43352  5479 26317  8442  2378]
2275209,[44987 34969 38890  1447    37]
2275219,[34217]
2275225,[16797]
2275244,None
2275261,[25647  5130]
2275263,[16797 30489 47766  8424 30696  1940 19173 37886 38747  6647 10914]
2275290,[16797 40571 16953 12817 21070]
2275323,"[ 5450 30489 24838 26790  5646 21174 28928 16254 43504 26384 44560 39561
 36696 33956   781]"
2275365,[47766 31343 42828  4799  6631 10761]
2275388,[30489]
2275422,[49235 22035 15261  5876 44375 20114 39303  7150]
2275445,"[13176  7781 21137  3376 23516 39275  7952 13740 45603  5487 17530 17630
 41757 18176 31433  7175 13292 47862  5514 19811 13399]"
2275503,[16797 39877 40706 33037 40310 10551 46820 21125 20081 20246]
2275523,[22247 12614 19385 10385]
2275555,"[ 4957 37646 29628 40214 38400 48705 33651 46673 15780 13070 12888 37915
 41583 28379 48734 23053]"
2275574,[27104  6873 35939]
2275578,[16797 37687 21195  6087]
2275630,None
2275682,[45066 35221 20119 44643]
2275686,[39059  9963 19076 33090  6747 33833  6953]
2275738,[21903 24838 12069 28199 24964 21390]
2275744,[17758 37687 14233 11512 32013 11314 19966 48385 34339]
2275748,[24838 12075 26790 36929 16759  6649]
2275816,"[13176 27966 21903 45007 42803 18441 15872 46667 32864  8555 12409 15200
 29801 27741  2087]"
2275853,"[28199 22309 46817  3358 17334 10054 20973 13944 32403 20298 24514 43845
 26338 19105]"
2275895,[ 2627  8752 15561]
2275906,[ 1689  4497 11281 40287 21501 29646 27037]
2275908,None
2276056,[33000]
2276076,"[11919 39170 24518  7413  1541 33452 21240  5423 33793 11247 20674   850
 47876 30274 21300  2980 17798  7163  1352 14547 16411 22574 12851 22858
   382]"
2276113,[44987 21288  8953 17313]
2276183,[46676  8518 40706 34358 14947 21295 26384]
2276198,[21137  8277 33232 37158 26032]
2276302,[21903 28985 41220 44359 48364 35561 45368]
2276336,[24852 41909  4605 27663 15221]
2276338,"[24852 43961 45767  4962 37718 33290 40545  4472 27554 22170  1086 15613
 31614]"
2276347,[26882  5621 39984  7539]
2276475,[49235 28204 16900 10599 29345]
2276496,[24852 47209 21137 40706 12206 22935  2450 22142 12057 35168 19448  3598]
2276608,[35547 41177 19125]
2276618,"[ 8518 27521 26209  2078  9839 18531 26790 40836 20114 14010 33000 12456
 23375  1463 37029 38383 42315 37355 38336]"
2276637,[47766 26209  5876]
2276730,[26209 13212 37067 26369 39984 25122 48197]
2276808,[49235 18523 13740 28199 15482  2229 33909 49054 39041 36475 35550]
2276818,[13176 42342  8021  8277 28199 14778  1364  8145]
2276835,[16797 39275 23423 19691 11365  3265 24135  8803]
2276838,[19057  9076 35510 35921 14536 33129  4429 24680]
2276854,[46149 37710  6184 45051]
2276865,[16283 13042]
2276910,[13176 47209 21616 27845  1194  3098 31720 39160 37335 39337 43234 42869]
2277001,[27521 24838  2966 18288 27695 48070]
2277004,[47766  8518 39121 46979 48745  4605 44830]
2277067,[16797 47209 40604 28985 27104 17706 44632 13263 32734 12916  9092 37524]
2277077,[47626 21506  4621]
2277100,[12232  6155 28749 17409 48478]
2277146,[ 6069 31720 38383 12941 48086]
2277217,[25133  5450 47209  2078 30967 40723 27544  9534 39869 49224  4790]
2277305,[22963 41950 35168  4066  1446]
2277332,[39928 45066 43352 28199]
2277389,"[13176 16797 24852 47144 21137 21903 42557  8277 38456 48745  9210  7035
 39475  8809]"
2277421,[12140 26714 22037 41869]
2277434,[30450 35951 47626 12384 15261  9076 24964  4796 45646  3142 37147]
2277499,"[24852 18370 21903 49683 36198  4793 19508 32578  5959 12029 31263 13113
  6669 35749 15892 31801 17988 30257 10880]"
2277508,"[24852 30489 47209 13249 42828 28465 15902  3957 26620 31040   691 45374
 38622 30720 48034 18606 33195 40001 28576 43889]"
2277557,[42265 40706 24838  2295  3952]
2277616,[38928   169  9409 22802]
2277694,[47766 34358 19348 45748  8153 35518 29112 31958  3682]
2277698,"[30450  5450 24852 42356 44683 13870 11068  4920 17794 31506 23499 14462
 16262 44560 12409   432 32747  7156 12756 31663 38662 40826 27662]"
2277705,[ 8424   311 22935 47734  2295 36389  6774]
2277711,"[13176 39928 47526 45007 30391  5876 48745 42445  8174 14467  8087 11182
  2962 18434 17915  6774 34335  6748]"
2277715,[21137 31268 43279  8047  2240 46371 27010]
2277717,[ 6184 30339]
2277839,[46674]
2277873,[43352 33000 19565]
2277923,[13176 41787 21616 26209 18656 22935]
2277925,[33754 27845 33370]
2277983,[42356 35108 48857]
2278025,[16797 22935 10749 30233 27511 35622]
2278039,"[15290 14197 20156 22782 44843 10957 30425 33819 37940 44245  1104 12986
 32747 20955  1541  6789 40009  7419 22476 14705 32638   790 11201 38747
 20654   937   757 47256]"
2278086,[13176 47209 17652]
2278135,[14992 47962 23025 12894]
2278196,[29095 35383 38548]
2278226,[16797   260 38003]
2278247,[21405 23291 35108]
2278292,[45007    95 34243 35108 33768  6980  9080]
2278317,None
2278318,[45066 24964 21267 35108 39475 30027  2720 21327]
2278368,"[27966 39190 44632  5876  5479 10749 16759 21938  9058 36397 11776 22501
 47147]"
2278478,[ 3298 38768 45051]
2278482,"[13032 24852 31683 34126 44799 35042 16696 21938 47941 25544 46522   246
 38768  4564 14148 29176 15424  1148 44056 34487  3188 19165 25078]"
2278501,[ 6348 48857 34380  2876 28759 18494]
2278726,[24852 45007 30391  2770 41609]
2278793,"[24852 27344 39877 45066 47209 47766 21137 49683  8277 28985 41540 13829
 27104 36695 44422 21405 41950  2966  6948 10912 43789 42110   890 49247
 13646 38996 43122 39475 48628 34565 14804 38684 39375 14401 48248  3252
 15727]"
2278834,[47209 47766  9839 27104 34126 46667 24964  2480]
2278844,"[13176 21137 40706 25659 21405 20119 43394 37003 14057 14036 18765 13253
 23430 42478 26082]"
2278893,"[13176  5450 27344 45066 21137 27596 47591 47601 41950 21553 27845  3873
 38689 32864 46720    45  7911 39475  5550 33796 22224 31236]"
2278925,[48523 13249  2452 12440 23334 14335 44837 25837]
2278937,[32691 40592 35914 30659 16560 39832]
2278974,[47766 49683 15290 43713  4942 22504]
2279006,[35951 22935 24964 24035 12442 10753 31315 22828 46770]
2279077,[27156  8197  5514 37147 37357]
2279096,"[13176 19057 24852 43961 14197 18439 43263 28993 33198  2295 13245 27288
 32429 18435 48370 18019  7419 23322  5794 40285 36689  8403  1875 13203
  5368 45158 48825 24323 18565 42693 10569]"
2279113,[13176 16797 39275 12341 20940 21292]
2279145,[ 5025  2481 32642 17341  3800 20860 33671 13370 18118 35618 31959]
2279151,[24184 10912  4605 32689  9934 32864 11140 41556  9051]
2279177,[21137 38596 28745 45763 25890  3952 23852]
2279189,[30450  8859 30214]
2279271,[42356 44548 41349 31562 37904]
2279283,[21137 12285]
2279308,[46088 47977 19624 44635 43199 17416]
2279341,"[ 8277 11520 19678 41844 21174 43858 38739 43772 25513 36724  2966 35958
 39097 39561 42300 41750 17807 30639 17902 47610 11941 38051  2979 13640
  6744 12511 14405]"
2279407,[26209 17008 12341 14104 43556 48588  9510  1405 14729]
2279414,[ 3376 40706 17794 38988 25931 30290  9390 14673]
2279438,[13176 31066 16953  7408]
2279439,"[22474 28842 29095 27903 25706 38768 29615 17341 38433 38218 13332 10889
 49217 10065]"
2279549,[34126  4605  4269 40826 40297]
2279628,[42768 48357 21162]
2279694,[24852 35108]
2279745,"[38739 28204 34969  3298 33768 13251 22767  5737 24239 39303 26634 17316
  1458 40812   649 43817  6458]"
2279753,[ 9076   278   890 27730 28934 34466]
2279792,[26604 25588  3298 32303 39534]
2279794,[32655 16759  1202 36011 27744 25480 28440]
2279852,[21137 33548  1194  1848]
2279885,[16797 28985 14650]
2279978,[13176 41950 43888  9424 38264 35105]
2279987,"[24852 30489 25931 37687 42625 47626 48745 27845 10749 29987 10603    45
 41556 31015]"
2280030,None
2280120,[24713 49492 23529]
2280127,"[13176  5322 21376 27344 47209 21137 39190 43961   311  5646 24184 31506
 23288 17149 25466 45013  9515 40724 19261    94]"
2280345,[24654 13031 44841 12764]
2280365,[24852 49683 46906 39408 14126]
2280386,[6184]
2280452,[21137 26209 25931 35547 26165 28171 25885 20247]
2280465,[11520 27086 46667  8490   878 37022  3628 21542 31042]
2280558,[24852  7673   432 29662]
2280566,[22935]
2280591,[30633]
2280611,"[18531 34358 43295 31231 37947 25466 23452 10333  8859 18367 31647  6493
  1513]"
2280636,[33731 16290  5959  6377 36426]
2280747,[37646 47209 23165 41950 14678 41065 23216 26242  6104 49111   283]
2280788,None
2280821,[47209 26604 17794  5876  5373  8174]
2280848,[ 2545 13851]
2280897,"[16797 24852 27966 43154  1194 43928 13245 39527 32331 11009  5550 41427
 34160 29094 47946 37449  9810 20561  3105 28823 47435 10528  6735 35779
 22738]"
2280898,[30696 28204 29503 31981 45253 31395 34968 38446]
2280904,"[37646  8277 11520  4799 37687  7559 15902 27845 14335 35168  5449 27241
 28593 18883 44354 17403]"
2280963,"[24852 27966 47144 21903 39121 18465 28745  9934 17461   432 17652 11090
  4294]"
2280968,[13176 12341 18023 30827 31805]
2281001,[27966 45007 46979 17706 48364 24964 16145  2954 32016 22537 38612]
2281005,[ 4210 13966 43409  9340 41164 39032 23432 15539 41395]
2281039,[33000   116 23543]
2281134,[43352  9076 41400 11759]
2281205,[24838 24024  5785]
2281381,[24852 28204 13225  9762  4778 43094 20769 24206]
2281412,[33894 45566 11412]
2281446,"[48679 16185 31506 44632 22935 34243 27845 10096 10749 29675  8022 16145
 16083 27363 48957 47645]"
2281459,"[47766 21903 44683 18382 26209 36070 48364 12069 37220  3957 21938  2228
 11629 22234  6585 30007]"
2281481,[9076]
2281517,"[ 5450 24852 26209 46969 39110 41950 33198 25466 32578 25705 11100  3682
 13650  6983]"
2281521,[21137 20794 27471]
2281539,[13176  4957 31717 32734  4562 10749]
2281546,[35167 14183 49005 38473]
2281551,[28913 42936  4933]
2281563,[24852 40706 38293 13740 17044 20580 23836]
2281581,[31683 43565 47185 17867  1228 22617 35672]
2281615,[29463 44902]
2281698,[49235 43352 12206  1194 35914 21267 11005 18811 33279  5445 48825]
2281740,[13176 42356 14947 32655 21938 12276 31927 20760  7139]
2281758,"[18523 24954 37646 43875 15872 48559  5973 19886  9020 13755 38248 38544
 36689 15719 13806  2231]"
2281891,[40706  5991  4870 17694]
2281899,"[31506 45099 31725 40709 13733 33452 15976    54  5067 17080 44342 33234
 25065 34968 37835 21637]"
2281968,[22790 44517]
2282020,[48364 41131 15359]
2282035,[28842  5025 46572 29307 44245 33621]
2282114,[42342 36865 24799 28465 37067 12341 44201 18027 41332 29454  2670  5063]
2282161,[13176 42265 27156 15937 42736 24964 27845  7021 21267 44449 29662]
2282171,[4605 1896]
2282229,[13176  5769 31759]
2282230,[13176 48848 27695 29686  1577 35628 14652  9094 17316 21527 17971 32071]
2282244,[46886]
2282329,[14084 22935 49131 10749 39619 22395  1994 42318 47873]
2282330,[44142  9076 34969 16759 24750 38504]
2282372,[27156 46969 20632  4605]
2282426,"[20574 24852 37646 21903 40706 48679 39275 27845 38689 18594 47325 29387
 34664]"
2282481,[ 5450 24810 13870]
2282511,[24852 47144 35921 36086 33000 49191 10108 14897  3836]
2282538,[24852 47209 47626 43768 36107 48229]
2282558,"[13176  7781 24852 45066 47766 11777 26604  6489 48190 43772  6348 39180
 38622  8619 23931]"
2282600,"[22825 24852 27344 27966 45066 47209 21137 21903 26209 26790 20144 34243
   343 24964  2966 45104  4562  8174  2091 30442 30720 18696 19376 38452
 40427  4579 40804  2051]"
2282604,[40364   837]
2282630,[ 6184 41400 39408]
2282646,"[16797 47144 21137 38293  4920 26209 34448  5077 28204 27307 25072 21009
 28330 48104  1203 32508]"
2282707,[36099 45371 18930 39046 24571 31613 36407]
2282746,None
2282844,[13176 15937 22935 45200  5785 49383 39558 30720  7676]
2283045,[ 3550 43433]
2283097,"[16953 37067 27356 33043 45290 23909 45646 25839 22175 26412 40598  3285
  5067 38548   648 43427 36383 38814 47662 16186]"
2283129,[ 9076  8859 48154]
2283204,[41950 14462]
2283238,[14715 12341 33956]
2283276,[24852  8424 48679 11520 34448  4487 31338]
2283283,[39275 12935 39475]
2283322,[19057 16965 42450 39024]
2283379,"[47209 21903 43704 26604 34358 24952 41351  4591 43986 29223 38400  5785
 14897  7156  5296 12679 32429 43205 14612  4137 45149  7600  2344 43123
  6166 44980  2425 18135]"
2283408,[24852 33000 22142]
2283514,[45007 17794 34358 24964 28156 24489 17461]
2283522,[37646 21137 31717  8467 30252 21543 39578]
2283590,[24852  5782 17704]
2283666,"[18599 25146  5818 47626  5025 41950 21011  1263 33184  5240 30233  6698
 14493  1573]"
2283797,[24852  4920 34234 33894 27845  4605 36144 17795 29223  3801 24361]
2283820,[41787 24852 47766 21903 22035 38159 35221 33000 13225 45747]
2283848,[ 8193 46820]
2283875,[ 7781 47672 32566 38772 10125 28793]
2283950,[28851 45937 23953]
2284001,"[16797 43693  5025  7751 38739  7930 35353 32465 17559 43860 12125  8955
 27958 17615 47409 38747 32403 35786  9130  7723]"
2284189,[24810 45007 49175 12341 36550]
2284195,[40604 44359 27845  4605 46650   283 44275]
2284251,[43295 24699 34308]
2284292,"[23516 23165  7948 29944  7054 25919 39180  8022 47547 32666 11314 39921
 19706 37288 10991 21603 48164 23074 41340 26278 45525 20906 33315 39704
 29501  7217]"
2284393,"[24852  9387 35042 16953 32734 40711 21938 22524 43279 32955 23537 20955
 19207 25783 34466  5067 48936 32047 38455 12834 33050 26553 33863 24747
 18886 29001]"
2284492,[30233 49679]
2284534,[30391 22509 30974]
2284550,[47766 11068  1244 17708]
2284571,[27521 24838 39812  7673  6721 38180]
2284670,"[14947 48697  9405 28156 30776 43464 42658 36397 40344 27696 36526  4085
 14679]"
2284721,"[43772  3873 20114 34969 16419  5922 25706 41771 48790  4136 22620 34605
  5303 16611 39303  9098 17931 47568]"
2284741,[27288 34410]
2284746,[ 7781  9076  4605 42768 33000  1468  2596  9416 16793  9687 24692]
2284762,None
2284812,[19938  1890 35199]
2284837,[16797 24852 21410 27356 10673 31808  4778 32403  2588  7660 47785]
2284859,[13176 26604 10384 25036]
2284873,[ 8424 47626 41757 19154 42719]
2284966,[36695   301]
2284995,[27845 13984 20734 11005 34966 18164 12914 21552]
2285001,[30489 32864 35547  4367  7500   436 47717 29195  7493 33540 33022]
2285042,None
2285153,[37646  7021 20345 35522 12033 31766]
2285223,[24852 44142 44156  4595  2855  9327 13702 24004 15703]
2285292,[  500 22218 13042 46129 27910]
2285294,[24852 46941  3800 16900 48681 13974]
2285374,[33065 28427 16683]
2285391,[13176 47209 48230 25890  9689  8626]
2285454,[42987 24600  1160 49544]
2285568,"[13176 26604  8277 19019 47626 46906 13380 33198 39408 20120 41621 13093
 19570]"
2285637,"[13176 49235 39877 31717 34358 47626  8670 41909 44987 21333 43772 37507
 16759 13885 35168 40199  3721 13252 31663  3787   194 17389 20128]"
2285639,[43352 43122]
2285653,[24184 31960 44245 30233 28427 29447  3126]
2285745,[37658 48015 10032 38817 34640]
2285859,"[20574 24852 49683 27104 47626 48745 32734 21938 28849 43768 49383 36389
 38028 10111]"
2285875,None
2285932,[25146]
2285937,[13176    79 45066 39922 26209 26165 22888]
2286028,[20785 27966 24830 17902 21872 41089]
2286089,[13176 21137 31717 47626 49306 36534 42633 38579 36186]
2286121,[13176 40706 48679 24838 47626  5134  4472 46226 45747]
2286168,[28204 44449   890 31915 13500]
2286268,"[13176 35951 49683 21616 45007 26209 39275  5818 47626 36076 13984  3464
 42244 13646  7035 33352  2979  4162]"
2286288,[17149 12357 44120]
2286328,[20754 36591 38028 23082]
2286354,[47209 43295 36929 42701 30839 29158 33206  2664  5228]
2286373,[49235  8518 45007 28985 34126 46979 12206  3952 35503 39475 12144]
2286452,[ 9387 31506 42585 44632 43789 21938 25640 33810]
2286460,[25133 21137  6184 14966]
2286477,"[35951 24852 37646 19678 13629 31506 48190  1940 10749   432  2661 42719
 31478 12732 40620]"
2286484,[32478 21615 36527]
2286490,"[13176 39877 47209 21903 30391  9839 34126 36695 44359 27845 10246 29675
 49383   605 37011 21847 46294  9436]"
2286502,None
2286503,[21137 44632 49131 11130 44560 11440 26201 23986 32973]
2286559,None
2286620,[47766 21137 21903 22935 16759 47734 10199 26410 29066]
2286932,[28204 23909 39464 32133 15233 11471  2425 27577]
